Disease:sickle-cell_disease	Target:humanized_igg2	Drug:selg2
Disease:neuropathic_pain	Target:gaba_a_receptor_delta_subunit	Drug:pf-4480682
Disease:neuropathic_pain	Target:gabrd	Drug:pf-4480682
Disease:neuropathic_pain	Target:nachr_alpha_10	Drug:acv-1
Disease:neuropathic_pain	Target:nachr_alpha_9	Drug:acv-1
Disease:neuropathic_pain	Target:nicotinic_acetylcholine_receptor_subunit_alpha_10	Drug:acv-1
Disease:neuropathic_pain	Target:nicotinic_acetylcholine_receptor_subunit_alpha_9	Drug:acv-1
Disease:neuropathic_pain	Target:neuronal_acetylcholine_receptor_subunit_alpha-10	Drug:acv-1
Disease:neuropathic_pain	Target:neuronal_acetylcholine_receptor_subunit_alpha-9	Drug:acv-1
Disease:epilepsy	Target:sodium_calcium_channel	Drug:dsp-0565
Disease:epilepsy	Target:gaba_a_receptor	Drug:org-25435
Disease:epilepsy	Target:sodium_channel	Drug:sl-90.0571
Disease:epilepsy	Target:kqt-like_3	Drug:ica-105665
Disease:epilepsy	Target:potassium_voltage-gated_channel_subfamily_kqt_member_3	Drug:ica-105665
Disease:epilepsy	Target:k+_channel_kcnq3	Drug:ica-105665
Disease:epilepsy	Target:voltage-gated_potassium_channel_subunit_kv7.3	Drug:ica-105665
Disease:epilepsy	Target:potassium_channel_alpha_subunit_kvlqt3	Drug:ica-105665
Disease:epilepsy	Target:potassium_channel_kqt-like_3	Drug:ica-105665
Disease:glutamate_excitotoxiity	Target:cholesterol_24-hydroxylase	Drug:tak-935
Disease:glutamate_excitotoxiity	Target:cyp46a1	Drug:tak-935
Disease:glutamate_excitotoxiity	Target:cytochrome_p450_46a1	Drug:tak-935
Disease:glutamate_excitotoxiity	Target:ch24h	Drug:tak-935
Disease:macular_degeneration	Target:gene_thrapy-delivered_myostatin	Drug:aav1-fs344
Disease:macular_degeneration	Target:vegf_ligand	Drug:tg100801
Disease:diabetic_neuropathy	Target:ar	Drug:qr-333
Disease:diabetic_neuropathy	Target:aldose_reductase	Drug:qr-333
Disease:diabetic_neuropathy	Target:aldehyde_reductase	Drug:qr-333
Disease:anesthesia	Target:gaba_a_receptor	Drug:org-21465
Disease:gastroesophageal_reflux_disease	Target:gamma-aminobutyric_acid_b_receptor	Drug:azd3355
Disease:gastroesophageal_reflux_disease	Target:gaba_b_receptor	Drug:azd3355
Disease:gastroesophageal_reflux_disease	Target:gamma-aminobutyric_acid_type_b_receptor	Drug:azd3355
Disease:gastroesophageal_reflux_disease	Target:gaba(b)_receptor	Drug:azd3355
Disease:gastroesophageal_reflux_disease	Target:gabab_receptor	Drug:azd3355
Disease:gastroesophageal_reflux_disease	Target:gamma-aminobutyric_acid_b_receptor	Drug:azd-9343
Disease:gastroesophageal_reflux_disease	Target:gaba_b_receptor	Drug:azd-9343
Disease:gastroesophageal_reflux_disease	Target:gamma-aminobutyric_acid_type_b_receptor	Drug:azd-9343
Disease:gastroesophageal_reflux_disease	Target:gaba(b)_receptor	Drug:azd-9343
Disease:gastroesophageal_reflux_disease	Target:gabab_receptor	Drug:azd-9343
Disease:gastroesophageal_reflux_disease	Target:motilin_receptor	Drug:kos-2187
Disease:gastroesophageal_reflux_disease	Target:gprotein_coupled_receptor_38	Drug:kos-2187
Disease:dermal_ulcer	Target:collagen	Drug:collagenase
Disease:cancer	Target:epidermal_growth_factor_receptor	Drug:ap26113
Disease:cancer	Target:alk_tyrosine_kinase_receptor	Drug:ap26113
Disease:cancer	Target:epidermal_growth_factor_receptor_erbb-1	Drug:ap26113
Disease:cancer	Target:egfr-tk	Drug:ap26113
Disease:cancer	Target:alk	Drug:ap26113
Disease:cancer	Target:cd246	Drug:ap26113
Disease:cancer	Target:receptor_protein-tyrosine_kinase_erbb-1	Drug:ap26113
Disease:cancer	Target:anaplastic_lymphoma_kinase	Drug:ap26113
Disease:cancer	Target:egfr	Drug:ap26113
Disease:cancer	Target:epidermal_growth_factor_receptor-tyrosine_kinase	Drug:ap26113
Disease:cancer	Target:heat_shock_protein_hsp_90	Drug:snx-5422
Disease:cancer	Target:matrix_metalloprotease	Drug:d-1927
Disease:cancer	Target:mrna_of_raf_proto-oncogene_serine/threonine-protein_kinase	Drug:ly3009120
Disease:cancer	Target:proto-oncogene_pks_(mrna)	Drug:ly3009120
Disease:cancer	Target:c-raf	Drug:ly3009120
Disease:cancer	Target:v-raf_murine_sarcoma_viral_oncogene_homolog_b1_(mrna)	Drug:ly3009120
Disease:cancer	Target:craf	Drug:ly3009120
Disease:cancer	Target:serine/threonine-protein_kinase_b-raf_(mrna)	Drug:ly3009120
Disease:cancer	Target:proto-oncogene_a-raf-1_(mrna)	Drug:ly3009120
Disease:cancer	Target:mrna_of_b-raf	Drug:ly3009120
Disease:cancer	Target:p94_(mrna)	Drug:ly3009120
Disease:cancer	Target:raf-1	Drug:ly3009120
Disease:cancer	Target:proto-oncogene_a-raf_(mrna)	Drug:ly3009120
Disease:cancer	Target:proto-oncogene_b-raf_(mrna)	Drug:ly3009120
Disease:cancer	Target:serine/threonine-protein_kinase_a-raf_(mrna)	Drug:ly3009120
Disease:cancer	Target:mrna_of_a-raf	Drug:ly3009120
Disease:cancer	Target:raf_kinase	Drug:ly3009120
Disease:cancer	Target:thymidylate_synthase	Drug:fo-152
Disease:cancer	Target:t	Drug:fo-152
Disease:cancer	Target:tsase	Drug:fo-152
Disease:cancer	Target:cd223	Drug:bms-986016
Disease:cancer	Target:protein_fdc	Drug:bms-986016
Disease:cancer	Target:lymphocyte_activation_gene_3_protein	Drug:bms-986016
Disease:cancer	Target:lag3	Drug:bms-986016
Disease:cancer	Target:pi3k	Drug:zstk474
Disease:cancer	Target:ptdins-3-kinase_p110	Drug:zstk474
Disease:cancer	Target:pi3kgamma	Drug:zstk474
Disease:cancer	Target:pi3k_gamma	Drug:zstk474
Disease:cancer	Target:pi3-kinase_p110_subunit_gamma	Drug:zstk474
Disease:cancer	Target:phosphoinositide_3-kinase_gamma	Drug:zstk474
Disease:cancer	Target:phosphatidylinositol-4,5-bisphosphate_3-kinase_catalytic_subunit,_gamma_isoform	Drug:zstk474
Disease:cancer	Target:protein-tyrosine_kinase_receptor_flk-1	Drug:ct-322
Disease:cancer	Target:vegfr-2	Drug:ct-322
Disease:cancer	Target:vascular_endothelial_growth_factor_receptor_2	Drug:ct-322
Disease:cancer	Target:fetal_liver_kinase_1	Drug:ct-322
Disease:cancer	Target:kinase_nyk	Drug:ct-322
Disease:cancer	Target:kinase_insert_domain_receptor	Drug:ct-322
Disease:cancer	Target:phosphatidylinositol_4,5bisphosphate_3kinase_110_kda_catalytic_subunit_alpha	Drug:ly3023414
Disease:cancer	Target:tor_kinase	Drug:ly3023414
Disease:cancer	Target:rapamycin_target_protein	Drug:ly3023414
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:ly3023414
Disease:cancer	Target:pi3kinase_subunit_alpha	Drug:ly3023414
Disease:cancer	Target:serine/threonine_protein_kinase_pik3ca	Drug:ly3023414
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:ly3023414
Disease:cancer	Target:fk506-binding_protein_12-rapamycin_complex-associated_protein_1	Drug:ly3023414
Disease:cancer	Target:pi3kalpha	Drug:ly3023414
Disease:cancer	Target:phosphatidylinositol_4,5bisphosphate_3kinase_catalytic_subunit_alpha_isoform	Drug:ly3023414
Disease:cancer	Target:frap	Drug:ly3023414
Disease:cancer	Target:rapt1	Drug:ly3023414
Disease:cancer	Target:pi3k_alpha	Drug:ly3023414
Disease:cancer	Target:pik3ca	Drug:ly3023414
Disease:cancer	Target:ptdins3kinase_subunit_alpha	Drug:ly3023414
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:ly3023414
Disease:cancer	Target:phosphoinositide3kinase_catalytic_alpha_polypeptide	Drug:ly3023414
Disease:cancer	Target:target_of_rapamycin	Drug:ly3023414
Disease:cancer	Target:p110alpha	Drug:ly3023414
Disease:cancer	Target:ptdins3kinase_subunit_p110alpha	Drug:ly3023414
Disease:cancer	Target:frap1	Drug:ly3023414
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:ly3023414
Disease:cancer	Target:mtor	Drug:ly3023414
Disease:cancer	Target:cdk4	Drug:p1446a-05
Disease:cancer	Target:cell_division_protein_kinase_4	Drug:p1446a-05
Disease:cancer	Target:cyclin-dependent_kinase_4	Drug:p1446a-05
Disease:cancer	Target:psk-j3	Drug:p1446a-05
Disease:cancer	Target:serine/threonine_protein_kinase_plstire	Drug:g1t28-1
Disease:cancer	Target:cell_division_protein_kinase_6	Drug:g1t28-1
Disease:cancer	Target:cyclin-dependent_kinase_6	Drug:g1t28-1
Disease:cancer	Target:serine/threonine-protein_kinase_plstire	Drug:g1t28-1
Disease:cancer	Target:cdk4	Drug:g1t28-1
Disease:cancer	Target:cell_division_protein_kinase_4	Drug:g1t28-1
Disease:cancer	Target:cdk6	Drug:g1t28-1
Disease:cancer	Target:cyclin-dependent_kinase_4	Drug:g1t28-1
Disease:cancer	Target:psk-j3	Drug:g1t28-1
Disease:cancer	Target:alk	Drug:asp3026
Disease:cancer	Target:interleukin-4_receptor_alpha_chain	Drug:prx-321
Disease:cancer	Target:il-4r-alpha	Drug:prx-321
Disease:cancer	Target:cd124_antigen	Drug:prx-321
Disease:cancer	Target:il-4r	Drug:prx-321
Disease:cancer	Target:heat_shock_protein_90	Drug:kw-2478
Disease:cancer	Target:hsp90_molecular_chaperone	Drug:kw-2478
Disease:cancer	Target:heat_shock_protein_hsp_90	Drug:kw-2478
Disease:cancer	Target:hsp90	Drug:kw-2478
Disease:cancer	Target:hsp90_chaperone	Drug:kw-2478
Disease:cancer	Target:heat-shock_protein_90_molecular_chaperone	Drug:kw-2478
Disease:cancer	Target:phosphatidylinositol_4,5bisphosphate_3kinase_catalytic_subunit_alpha_isoform	Drug:byl719
Disease:cancer	Target:phosphatidylinositol_4,5bisphosphate_3kinase_110_kda_catalytic_subunit_alpha	Drug:byl719
Disease:cancer	Target:pi3k	Drug:byl719
Disease:cancer	Target:ptdins-3-kinase_p110	Drug:byl719
Disease:cancer	Target:pi3k_alpha	Drug:byl719
Disease:cancer	Target:pi3kalpha	Drug:byl719
Disease:cancer	Target:phosphoinositide_3-kinase_gamma	Drug:byl719
Disease:cancer	Target:pik3ca	Drug:byl719
Disease:cancer	Target:ptdins3kinase_subunit_alpha	Drug:byl719
Disease:cancer	Target:phosphatidylinositol-4,5-bisphosphate_3-kinase_catalytic_subunit,_gamma_isoform	Drug:byl719
Disease:cancer	Target:p110alpha	Drug:byl719
Disease:cancer	Target:phosphoinositide3kinase_catalytic_alpha_polypeptide	Drug:byl719
Disease:cancer	Target:pi3kinase_subunit_alpha	Drug:byl719
Disease:cancer	Target:serine/threonine_protein_kinase_pik3ca	Drug:byl719
Disease:cancer	Target:pi3kgamma	Drug:byl719
Disease:cancer	Target:ptdins3kinase_subunit_p110alpha	Drug:byl719
Disease:cancer	Target:pi3-kinase_p110_subunit_gamma	Drug:byl719
Disease:cancer	Target:pi3k_gamma	Drug:byl719
Disease:cancer	Target:hdm2	Drug:r7112
Disease:cancer	Target:mdm2_protein	Drug:r7112
Disease:cancer	Target:double_minute_2_protein	Drug:r7112
Disease:cancer	Target:oncoprotein_mdm2	Drug:r7112
Disease:cancer	Target:mdm2	Drug:r7112
Disease:cancer	Target:p53-binding_protein_mdm2	Drug:r7112
Disease:cancer	Target:ubiquitin-protein_ligase_e3_mdm2	Drug:r7112
Disease:cancer	Target:stat-3	Drug:opb-51602
Disease:cancer	Target:signal_transducer_and_activator_of_transcription_3	Drug:opb-51602
Disease:cancer	Target:acute-phase_response_factor	Drug:opb-51602
Disease:cancer	Target:pim1	Drug:cxr-1002
Disease:cancer	Target:proto-oncogene_pim-1	Drug:cxr-1002
Disease:cancer	Target:serine/threonine-protein_kinase_pim-1	Drug:cxr-1002
Disease:cancer	Target:hd	Drug:abexinostat
Disease:cancer	Target:histone_deacetylase	Drug:abexinostat
Disease:cancer	Target:hdac	Drug:abexinostat
Disease:cancer	Target:dna	Drug:neocarzinostatin
Disease:cancer	Target:protein_gx	Drug:ly2940680
Disease:cancer	Target:hedgehog_signaling_pathway	Drug:ly2940680
Disease:cancer	Target:smo	Drug:ly2940680
Disease:cancer	Target:smoothened_homolog	Drug:ly2940680
Disease:cancer	Target:pi3k	Drug:sar245409
Disease:cancer	Target:phosphoinositol-3_kinase	Drug:sar245409
Disease:cancer	Target:frap	Drug:sar245409
Disease:cancer	Target:rapt1	Drug:sar245409
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:sar245409
Disease:cancer	Target:phosphoinositide_3_kinase	Drug:sar245409
Disease:cancer	Target:pi_3-kinase	Drug:sar245409
Disease:cancer	Target:rapamycin_target_protein	Drug:sar245409
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:sar245409
Disease:cancer	Target:target_of_rapamycin	Drug:sar245409
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:sar245409
Disease:cancer	Target:tor_kinase	Drug:sar245409
Disease:cancer	Target:mtor	Drug:sar245409
Disease:cancer	Target:fk506-binding_protein_12-rapamycin_complex-associated_protein_1	Drug:sar245409
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:sar245409
Disease:cancer	Target:frap1	Drug:sar245409
Disease:cancer	Target:nqo2	Drug:cb1954
Disease:cancer	Target:qui_reductase_2	Drug:cb1954
Disease:cancer	Target:quinone_reductase_2	Drug:cb1954
Disease:cancer	Target:qr2	Drug:cb1954
Disease:cancer	Target:nad(p)h_qui_oxidoreductase_2	Drug:cb1954
Disease:cancer	Target:nrh:quinone_oxidoreductase_2	Drug:cb1954
Disease:cancer	Target:nrh:qui_oxidoreductase_2	Drug:cb1954
Disease:cancer	Target:nrh_dehydrogenase_[quinone]_2	Drug:cb1954
Disease:cancer	Target:quinone_oxidoreductase_2	Drug:cb1954
Disease:cancer	Target:x-linked_inhibitor_of_apoptosis_protein	Drug:aeg35156
Disease:cancer	Target:inhibitor_of_apoptosis_protein_3	Drug:aeg35156
Disease:cancer	Target:hilp	Drug:aeg35156
Disease:cancer	Target:frap	Drug:azd2014
Disease:cancer	Target:rapt1	Drug:azd2014
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:azd2014
Disease:cancer	Target:rapamycin_target_protein	Drug:azd2014
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:azd2014
Disease:cancer	Target:target_of_rapamycin	Drug:azd2014
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:azd2014
Disease:cancer	Target:tor_kinase	Drug:azd2014
Disease:cancer	Target:mtor	Drug:azd2014
Disease:cancer	Target:fk506-binding_protein_12-rapamycin_complex-associated_protein_1	Drug:azd2014
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:azd2014
Disease:cancer	Target:frap1	Drug:azd2014
Disease:cancer	Target:c-fm	Drug:arry-382
Disease:cancer	Target:csf-1-r	Drug:arry-382
Disease:cancer	Target:fms_proto-oncogene	Drug:arry-382
Disease:cancer	Target:csf1r	Drug:arry-382
Disease:cancer	Target:macrophage_colony-stimulating_factor_receptor	Drug:arry-382
Disease:cancer	Target:fm	Drug:arry-382
Disease:cancer	Target:cd115	Drug:arry-382
Disease:cancer	Target:erbb2	Drug:arry-380
Disease:cancer	Target:epidermal_growth_factor_receptor_2	Drug:arry-380
Disease:cancer	Target:receptor_protein-tyrosine_kinase_erbb-2	Drug:arry-380
Disease:cancer	Target:erb2	Drug:arry-380
Disease:cancer	Target:c-erbb-2_oncoprotein	Drug:arry-380
Disease:cancer	Target:neu_proto-oncogene	Drug:arry-380
Disease:cancer	Target:tyrosine_kinase_receptor_erbb2	Drug:arry-380
Disease:cancer	Target:p185erbb2	Drug:arry-380
Disease:cancer	Target:her2_(erbb2/neu)	Drug:arry-380
Disease:cancer	Target:her-2	Drug:arry-380
Disease:cancer	Target:tyrosine_kinase-type_cell_surface_receptor_her2	Drug:arry-380
Disease:cancer	Target:mln_19	Drug:arry-380
Disease:cancer	Target:c-erbb-2	Drug:arry-380
Disease:cancer	Target:her2/neu	Drug:arry-380
Disease:cancer	Target:pi3k	Drug:pf-05212384
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:pf-05212384
Disease:cancer	Target:frap	Drug:pf-05212384
Disease:cancer	Target:rapt1	Drug:pf-05212384
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:pf-05212384
Disease:cancer	Target:pi3-kinase_p110_subunit_gamma	Drug:pf-05212384
Disease:cancer	Target:phosphoinositide_3-kinase_gamma	Drug:pf-05212384
Disease:cancer	Target:phosphatidylinositol-4,5-bisphosphate_3-kinase_catalytic_subunit,_gamma_isoform	Drug:pf-05212384
Disease:cancer	Target:rapamycin_target_protein	Drug:pf-05212384
Disease:cancer	Target:ptdins-3-kinase_p110	Drug:pf-05212384
Disease:cancer	Target:pi3kgamma	Drug:pf-05212384
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:pf-05212384
Disease:cancer	Target:target_of_rapamycin	Drug:pf-05212384
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:pf-05212384
Disease:cancer	Target:tor_kinase	Drug:pf-05212384
Disease:cancer	Target:mtor	Drug:pf-05212384
Disease:cancer	Target:fk506-binding_protein_12-rapamycin_complex-associated_protein_1	Drug:pf-05212384
Disease:cancer	Target:pi3k_gamma	Drug:pf-05212384
Disease:cancer	Target:frap1	Drug:pf-05212384
Disease:cancer	Target:pkb	Drug:bay1125976
Disease:cancer	Target:rac-beta_serine/threonine-protein_kinase	Drug:bay1125976
Disease:cancer	Target:protein_kinase_b	Drug:bay1125976
Disease:cancer	Target:rac-pk-alpha	Drug:bay1125976
Disease:cancer	Target:akt1	Drug:bay1125976
Disease:cancer	Target:pkb_alpha	Drug:bay1125976
Disease:cancer	Target:pkb_beta	Drug:bay1125976
Disease:cancer	Target:protein_kinase_b_alpha	Drug:bay1125976
Disease:cancer	Target:akt2	Drug:bay1125976
Disease:cancer	Target:protein_kinase_b_beta	Drug:bay1125976
Disease:cancer	Target:akt1_protein_kinase	Drug:bay1125976
Disease:cancer	Target:proto-oncogene_c-akt	Drug:bay1125976
Disease:cancer	Target:rac-alpha_serine/threonine-protein_kinase	Drug:bay1125976
Disease:cancer	Target:rac-pk-beta	Drug:bay1125976
Disease:cancer	Target:akt2_protein_kinase	Drug:bay1125976
Disease:cancer	Target:fgf_receptor	Drug:ly2874455
Disease:cancer	Target:fibroblast_growth_factor_receptor	Drug:ly2874455
Disease:cancer	Target:p94	Drug:bgb-283
Disease:cancer	Target:braf	Drug:bgb-283
Disease:cancer	Target:v-raf_murine_sarcoma_viral_oncogene_homolog_b1	Drug:bgb-283
Disease:cancer	Target:microtubular_protein	Drug:demecolcine
Disease:cancer	Target:microtubule_protein	Drug:demecolcine
Disease:cancer	Target:pkb	Drug:mk-2206
Disease:cancer	Target:protein_kinase_b_alpha	Drug:mk-2206
Disease:cancer	Target:protein_kinase_b	Drug:mk-2206
Disease:cancer	Target:rac-pk-alpha	Drug:mk-2206
Disease:cancer	Target:akt1_protein_kinase	Drug:mk-2206
Disease:cancer	Target:akt1	Drug:mk-2206
Disease:cancer	Target:proto-oncogene_c-akt	Drug:mk-2206
Disease:cancer	Target:rac-alpha_serine/threonine-protein_kinase	Drug:mk-2206
Disease:cancer	Target:pkb_alpha	Drug:mk-2206
Disease:cancer	Target:heat_shock_protein_90	Drug:pu3
Disease:cancer	Target:hsp90_molecular_chaperone	Drug:pu3
Disease:cancer	Target:heat_shock_protein_hsp_90	Drug:pu3
Disease:cancer	Target:hsp90	Drug:pu3
Disease:cancer	Target:hsp90_chaperone	Drug:pu3
Disease:cancer	Target:heat-shock_protein_90_molecular_chaperone	Drug:pu3
Disease:cancer	Target:cd135_antigen	Drug:ki23819
Disease:cancer	Target:tyrosine-protein_kinase_receptor_flt3	Drug:ki23819
Disease:cancer	Target:receptor_tyrosine_kinase_flt3	Drug:ki23819
Disease:cancer	Target:stem_cell_tyrosine_kinase_1	Drug:ki23819
Disease:cancer	Target:flt3_tyrosine_kinase	Drug:ki23819
Disease:cancer	Target:stk-1	Drug:ki23819
Disease:cancer	Target:fl_cytokine_receptor	Drug:ki23819
Disease:cancer	Target:frap	Drug:cc-223
Disease:cancer	Target:rapt1	Drug:cc-223
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:cc-223
Disease:cancer	Target:rapamycin_target_protein	Drug:cc-223
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:cc-223
Disease:cancer	Target:target_of_rapamycin	Drug:cc-223
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:cc-223
Disease:cancer	Target:tor_kinase	Drug:cc-223
Disease:cancer	Target:mtor	Drug:cc-223
Disease:cancer	Target:fk506-binding_protein_12-rapamycin_complex-associated_protein_1	Drug:cc-223
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:cc-223
Disease:cancer	Target:frap1	Drug:cc-223
Disease:cancer	Target:frap	Drug:gdc-0349
Disease:cancer	Target:rapt1	Drug:gdc-0349
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:gdc-0349
Disease:cancer	Target:rapamycin_target_protein	Drug:gdc-0349
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:gdc-0349
Disease:cancer	Target:target_of_rapamycin	Drug:gdc-0349
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:gdc-0349
Disease:cancer	Target:tor_kinase	Drug:gdc-0349
Disease:cancer	Target:mtor	Drug:gdc-0349
Disease:cancer	Target:fk506-binding_protein_12-rapamycin_complex-associated_protein_1	Drug:gdc-0349
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:gdc-0349
Disease:cancer	Target:frap1	Drug:gdc-0349
Disease:cancer	Target:multidrug_resistance_protein_1	Drug:elacridar
Disease:cancer	Target:p-glycoprotein_1	Drug:elacridar
Disease:cancer	Target:cd243_antigen	Drug:elacridar
Disease:cancer	Target:mek	Drug:arry-300
Disease:cancer	Target:mapkk	Drug:arry-300
Disease:cancer	Target:dual_specificity_mitogen-activated_protein_kinase_kinase	Drug:arry-300
Disease:cancer	Target:map_kinase_kinase	Drug:arry-300
Disease:cancer	Target:erk_activator_kinase	Drug:arry-300
Disease:cancer	Target:tubulin_beta-1_chain	Drug:bal-101553
Disease:cancer	Target:death_receptor_4	Drug:rhapo2l/trail
Disease:cancer	Target:tumor_necrosis_factor_receptor_superfamily_member_10a	Drug:rhapo2l/trail
Disease:cancer	Target:tnf-related_apoptosis-inducing_ligand_receptor_1	Drug:rhapo2l/trail
Disease:cancer	Target:cd261	Drug:rhapo2l/trail
Disease:cancer	Target:trail_receptor_1	Drug:rhapo2l/trail
Disease:cancer	Target:trail-r1	Drug:rhapo2l/trail
Disease:cancer	Target:tankyrase	Drug:bgb-290
Disease:cancer	Target:protein_gx	Drug:leq-506
Disease:cancer	Target:smo	Drug:leq-506
Disease:cancer	Target:smoothened_homolog	Drug:leq-506
Disease:cancer	Target:p94	Drug:bms-908662
Disease:cancer	Target:braf	Drug:bms-908662
Disease:cancer	Target:v-raf_murine_sarcoma_viral_oncogene_homolog_b1	Drug:bms-908662
Disease:cancer	Target:protein-tyrosine_kinase_receptor_flk-1	Drug:imc-1c11
Disease:cancer	Target:vegfr-2	Drug:imc-1c11
Disease:cancer	Target:vascular_endothelial_growth_factor_receptor_2	Drug:imc-1c11
Disease:cancer	Target:fetal_liver_kinase_1	Drug:imc-1c11
Disease:cancer	Target:kinase_nyk	Drug:imc-1c11
Disease:cancer	Target:kinase_insert_domain_receptor	Drug:imc-1c11
Disease:cancer	Target:dna_intercalative_bis-alkylating_agent	Drug:carzinophilin
Disease:cancer	Target:jnk-46	Drug:cc-401
Disease:cancer	Target:mitogen-activated_protein_kinase_8	Drug:cc-401
Disease:cancer	Target:jnk1	Drug:cc-401
Disease:cancer	Target:stress-activated_protein_kinase_jnk1	Drug:cc-401
Disease:cancer	Target:c-jun_n-terminal_kinase_1	Drug:cc-401
Disease:cancer	Target:eukaryotic_translation_initiation_factor_4ebinding_protein_2_(mrna)	Drug:isis-eif4e
Disease:cancer	Target:eif4ebinding_protein_2_(mrna)	Drug:isis-eif4e
Disease:cancer	Target:mrna_of_eif4e-bp2	Drug:isis-eif4e
Disease:cancer	Target:4ebp2_(mrna)	Drug:isis-eif4e
Disease:cancer	Target:eif4ebp2_(mrna)	Drug:isis-eif4e
Disease:cancer	Target:cd30	Drug:sgn-30
Disease:cancer	Target:lymphocyte_activation_antigen_cd30	Drug:sgn-30
Disease:cancer	Target:cd30l_receptor	Drug:sgn-30
Disease:cancer	Target:ki-1_antigen	Drug:sgn-30
Disease:cancer	Target:tumor_necrosis_factor_receptor_superfamily_member_8	Drug:sgn-30
Disease:cancer	Target:member_of_pas_protein_1	Drug:px-478
Disease:cancer	Target:hif-1_alpha	Drug:px-478
Disease:cancer	Target:arnt_interacting_protein	Drug:px-478
Disease:cancer	Target:hypoxia-inducible_transcription_factor_(hif)-1	Drug:px-478
Disease:cancer	Target:hypoxia-inducible_factor_1_alpha	Drug:px-478
Disease:cancer	Target:hypoxia_inducible_factor_1	Drug:px-478
Disease:cancer	Target:transcription_factor_hif-1	Drug:px-478
Disease:cancer	Target:hif-1	Drug:px-478
Disease:cancer	Target:mop1	Drug:px-478
Disease:cancer	Target:hif1_alpha	Drug:px-478
Disease:cancer	Target:hif-1alpha	Drug:px-478
Disease:cancer	Target:hypoxia-inducible_factor_1	Drug:px-478
Disease:cancer	Target:fgf_receptor	Drug:bay1163877
Disease:cancer	Target:fibroblast_growth_factor_receptor	Drug:bay1163877
Disease:cancer	Target:c-fm	Drug:imc-cs4
Disease:cancer	Target:csf-1-r	Drug:imc-cs4
Disease:cancer	Target:fms_proto-oncogene	Drug:imc-cs4
Disease:cancer	Target:csf1r	Drug:imc-cs4
Disease:cancer	Target:macrophage_colony-stimulating_factor_receptor	Drug:imc-cs4
Disease:cancer	Target:fm	Drug:imc-cs4
Disease:cancer	Target:cd115	Drug:imc-cs4
Disease:cancer	Target:vegf_ligand	Drug:pf-06439535
Disease:cancer	Target:tcell_activation_antigen_cd27	Drug:cdx-1127
Disease:cancer	Target:cd27	Drug:cdx-1127
Disease:cancer	Target:t14	Drug:cdx-1127
Disease:cancer	Target:tumor_necrosis_factor_receptor_superfamily_member_7	Drug:cdx-1127
Disease:cancer	Target:cd27l_receptor	Drug:cdx-1127
Disease:cancer	Target:cd27_antigen	Drug:cdx-1127
Disease:cancer	Target:vegf_ligand	Drug:squalamine
Disease:cancer	Target:tyk2	Drug:bi-853520
Disease:cancer	Target:nonreceptor_tyrosineprotein_kinase_tyk2	Drug:bi-853520
Disease:cancer	Target:hd	Drug:cudc-907
Disease:cancer	Target:pi3k	Drug:cudc-907
Disease:cancer	Target:pi3-kinase_p110_subunit_gamma	Drug:cudc-907
Disease:cancer	Target:pi3kgamma	Drug:cudc-907
Disease:cancer	Target:ptdins-3-kinase_p110	Drug:cudc-907
Disease:cancer	Target:pi3k_gamma	Drug:cudc-907
Disease:cancer	Target:phosphatidylinositol-4,5-bisphosphate_3-kinase_catalytic_subunit,_gamma_isoform	Drug:cudc-907
Disease:cancer	Target:phosphoinositide_3-kinase_gamma	Drug:cudc-907
Disease:cancer	Target:histone_deacetylase	Drug:cudc-907
Disease:cancer	Target:hdac	Drug:cudc-907
Disease:cancer	Target:topoisomerase-i	Drug:ckd602
Disease:cancer	Target:dna_topoisomerase_i	Drug:ckd602
Disease:cancer	Target:pi3k	Drug:pf-04691502
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:pf-04691502
Disease:cancer	Target:frap	Drug:pf-04691502
